sample_id,group,Acetatifactor sp.,Acutalibacteraceae bacterium,Agathobacter,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia,Akkermansia muciniphila,Akkermansia sp.,Alistipes,Alistipes communis,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes putredinis DSM 17216,Alistipes shahii,Alistipes sp.,Alistipes sp. HGB5,Anaerobutyricum hallii,Anaerostipes,Anaerostipes hadrus,Anaerostipes sp.,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteria,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales,Bacteroidales bacterium,Bacteroides,Bacteroides acidifaciens,Bacteroides caccae,Bacteroides caccae ATCC 43185,Bacteroides caecimuris,Bacteroides cellulosilyticus,Bacteroides clarus,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,Bacteroides fragilis,Bacteroides fragilis str. 3397 T10,Bacteroides intestinalis,Bacteroides nordii,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,Bacteroides ovatus SD CMC 3f,Bacteroides salyersiae,Bacteroides sp.,Bacteroides sp. 2_2_4,Bacteroides sp. 3_1_23,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_40A,Bacteroides sp. 4_1_36,Bacteroides sp. 4_3_47FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. D1,Bacteroides sp. D20,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,Bacteroides uniformis CAG:3,Bacteroides uniformis CL03T00C23,Bacteroides uniformis dnLKV2,Bacteroides uniformis str. 3978 T3 i,Bacteroides uniformis str. 3978 T3 ii,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a,Bacteroidota,Barnesiella intestinihominis,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Blautia,Blautia faecis,Blautia massiliensis (ex Durand et al. 2017),Blautia obeum,Blautia sp.,Blautia wexlerae,Brotolimicola acetigignens,Campylobacter jejuni,Catenibacterium mitsuokai,Caudoviricetes sp.,Christensenellales bacterium,Clostridia,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridioides difficile,Clostridium sp.,Clostridium sp. AM34-9AC,Collinsella sp.,Coprococcus comes,Coprococcus eutactus,Dialister invisus,Dorea formicigenerans,Dorea longicatena,Dysosmobacter sp.,Dysosmobacter welbionis,Enterocloster bolteae,Enterococcus faecium,Escherichia albertii B156,Eubacteriaceae bacterium CHKCI005,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacillus sp. MSK20_93,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii M21/2,Faecalibacterium sp. Marseille-Q4137,Flavobacterium tibetense,Fusibacter tunisiensis,Fusicatenibacter faecihominis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Hungatella,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira hominis,Lachnospira pectinoschiza,Lachnospira sp.,Lacrimispora defluvii,Mediterraneibacter butyricigenes,Mediterraneibacter faecis,Oceanirhabdus seepicola,Odoribacter laneus,Odoribacter sp. N54.MGS-14,Oscillibacter hominis,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides faecalis,Parabacteroides gordonii MS-1 = DSM 23371,Parabacteroides leei,Parabacteroides massiliensis,Parabacteroides provencensis,Parabacteroides segnis,Parabacteroides sp. CH2-D42-20,Paramuribaculum sp.,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola,Phocaeicola coprophilus CAG:333,Phocaeicola dorei CL02T12C06,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Phocaeicola sp. KGMB11183,Phocaeicola vulgatus,Phocaeicola vulgatus CAG:6,Phocaeicola vulgatus CL09T03C04,Phocaeicola vulgatus PC510,Phocaeicola vulgatus dnLKV7,Phocaeicola vulgatus str. 3775 SL(B) 10 (iv),Prevotella pectinovora,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Roseburia hominis,Roseburia intestinalis,Roseburia intestinalis M50/1,Roseburia inulinivorans,Roseburia porci,Ruminococcaceae bacterium OttesenSCG-928-L11,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Ruminococcus turbiniformis,Segatella,Streptomyces sp. DSM 41524,Subdoligranulum sp. AF14-43,Tannockella kyphosi
SRR24907956,controle,990,2086,36670,68152,6116,13693,196,1627,334,157246,554,33254,17298,27614,4740,19261,38943,4065,4214,1095,6479,883,13171,19505,46161,65206,40243,91949,721,263033,2156,699838,3802,22216,2356,2110,24906,789,2962,1902,3299,2083,11020,1854,21726,1297,86890,9339,3153,4459,54487,2927,2818,2507,8992,10004,5640,1988,1648,21069,18734,34612,1663,204738,37532,3948,3695,3460,4240,8325,22081,1764,12165,2309,1028,1983,13071,812,979,1854,2613,10808,1458,1537,8353,36334,4446,31724,4836,2289,35726,3143,7202,137,1119,3118,1684,613,655,1277,3730,426,2368,1352,20172,9340,1809,20788,18825,1862,3635,42940,1317,24160,1435,5167,7248,942,2017,7413,1801,3924,1851,3810,12065,10422,22266,16902,825,817,1262,2017,1676,13082,11279,7151,73736,23158,13121,1259,1430,22058,3039,5272,639,310,1125,229998,557,1892,96737,12474,48941,1871,3581,15373,192375,8628,1565,13310,1662,3239,3232,4075,5325,5063,5935,32817,18642,1437,5745,771,9286,12445,7860,30537,2285,3272,2113,1272,2194
SRR24907938,controle,12923,2630,24798,44793,3795,10724,13660,18361,2571,18679,3199,864,3007,1948,171,4021,4068,224,3619,1331,5086,625,641,12479,24184,51927,54809,22349,3358,136379,12049,223071,4300,37621,4991,1974,1900,1183,1478,4050,2319,970,7136,2051,1372,478,82576,4271,4393,1401,18202,3757,3162,780,1108,1172,990,885,1356,1021,198501,14956,613,30283,3475,376,338,380,361,891,32098,1560,6315,10342,916,445,7318,653,1614,858,3064,3639,3285,703,850,38508,12945,29425,25156,16819,63357,1626,19632,944,679,2816,3229,382,677,2012,747,300,996,1175,10285,5445,11131,31997,9798,780,4093,22647,764,21164,510,1482,4875,599,1826,4673,2461,4816,507,957,5330,7150,25576,39565,896,557,700,1834,1383,10136,4680,2204,73449,33246,19534,849,1128,25938,4197,7699,1351,780,3182,36766,14581,1995,37193,4251,1512,3109,833,3082,47739,1540,309,2021,198,314,713,631,811184,12199,12340,2500,4080,892,15853,1802,7412,13643,20867,12117,1128,135248,2109,1064,1678
SRR6784590,controle,46262,4107,229516,470192,44057,88456,919,22336,2899,1638737,6867,1334726,55508,657532,145027,35964,526206,99700,25099,9076,28230,4347,4694,116503,45905,628105,1934693,1351881,11365,5082216,15721,6311804,51938,1368141,130867,20140,51746,14018,2854428,24356,133462,52717,190368,6998,37768,8882,283593,10132,6577,18882,516444,15030,7186,18643,87452,112251,73792,18267,8471,93294,88128,320436,19811,2678344,360910,32184,36833,36871,30405,59967,182853,8352,107570,17956,11171,27756,46748,5221,8524,14651,23224,44204,66762,14010,66218,1018649,7067,256451,22262,3960,76366,27592,68042,16584,15093,35596,7697,3806,9288,19295,12103,15395,5938,15661,214831,42333,5643,196260,121882,8715,31163,242587,4951,132359,6343,27483,32449,4350,36903,124254,15367,53498,5497,4648,14348,31483,112358,168633,23303,14128,14823,25851,20835,199456,107451,36414,207994,1271051,1000440,26307,21380,797986,137084,366463,19800,19372,16951,3706897,8425,105478,561396,94040,35165,147124,39070,304724,3976974,136177,18663,215357,21919,40580,74143,94866,54567,131777,51690,18339,275836,19418,60619,8423,75506,143695,170965,123666,4459,59545,27639,24401,25637
SRR8556942,controle,470,473,26102,44067,5183,12684,20,603,109,41663,1942,3225,10355,9879,1940,1213,7711,166,4068,937,1638,386,257,5818,1978,23570,40984,33944,8935,141973,4960,85533,894,82808,2052,271,4095,194,879,2718,4879,1279,4362,402,1964,238,20083,327,551,953,21810,750,689,246,1465,174,1156,153,439,150,22989,20992,356,10083,321,39,57,25,39,44,12944,228,3317,15366,1867,17725,7066,462,420,649,2917,5552,1020,292,598,46315,415,11512,548,1127,17108,918,2837,87,1873,2765,353,738,406,1860,418,170,380,509,27801,2172,582,6096,19742,327,3925,38415,1159,13243,206,674,4194,470,5924,13190,1648,6580,244,188,522,1422,9088,5755,119,1076,378,732,758,4813,2485,991,6165,22829,12373,787,985,29504,3066,6290,148,204,2206,146846,13680,2768,12225,1087,74184,100289,1035,7909,106982,2683,334,3674,422,727,1166,1215,588663,13850,24762,569,2452,274,5248,540,5115,52,501,6919,209,3604848,2860,3161,410
ERR912047,controle,3692,140625,331503,354685,27479,60803,981382,2224317,142623,517405,14725,81897,101897,24875,4998,172388,40662,5929,32042,190739,105920,15063,167404,110353,242908,173130,42662,114098,1611,134539,4702,894057,3622,91073,5513,859,3953,3333,3291,3922,4374,913,29767,1536,2830,729,73008,760,787,2821,74761,1479,252,1033,277,6929,1267,486,734,7266,5431,56955,1425,547238,25839,3052,2930,4354,2880,4937,30311,916,4042,10652,15475,5289,15585,2655,2721,14427,7675,16932,6285,2214,5887,108141,24111,110866,1157503,111693,656239,28118,119346,2407,23035,30916,6928,1633,11421,16390,3591,2448,3071,6307,1486550,58690,28477,870655,8415,1637,4348,72915,2552,68277,693,32304,8443,1507,21201,69397,10750,39483,6488,6231,4644,6759,41684,40412,4925,15074,6814,1589,3549,7765,66526,18126,360012,65902,71953,2425,1358,55503,5630,15105,395,1247,2546,17356,1165,1936,32159,1944,2283,1979,1373,6346,73152,157,34,196,54,122,305,166,5231,7260,7428,3375,8152,2535,8259,2849,7094,169125,48415,53382,21872,3771,19277,17770,28152
SRR8556986,controle,680,24686,1986,10618,635,1857,136834,339025,28663,236160,15777,8336,17687,41587,8959,32405,49302,391,801,911,4728,783,28760,27710,39864,26933,125957,36941,626,94708,29166,235405,2606,59975,4363,563,12026,5471,1818,1013,1853,351,5239,386,4541,270,12293,134,163,516,19044,197,55,1190,1586,2186,756,717,247,2125,3344,13009,310,98004,5999,816,586,558,798,1271,6041,96,2153,36695,704,483,12962,4295,1501,4731,6699,6996,1028,396,932,41553,57789,54336,99319,3042,257574,3865,125058,191,2313,10038,1601,1076,1160,3732,4149,900,1097,5315,10118,10685,37845,35098,22105,684,3537,65167,758,80641,235,7668,13513,1231,1375,5905,2107,4070,4577,2735,23539,4047,33279,21956,499,5837,2127,4720,3803,20309,27592,7731,266252,32621,36743,686,1480,17772,1716,11304,643,886,809,83355,7169,1370,93276,6221,1618,2194,1052,9919,89161,2201,301,2797,235,452,864,853,2756,1182,2638,1468,1238,190,2335,383,948,11821,6026,18748,4117,535,3036,1860,3016
ERR911995,controle,1050,88653,507247,637248,57534,78999,215608,247373,34455,2433725,34833,246707,96593,755674,127773,556484,1372815,15653,17214,37329,18336,2783,4711,136574,274468,189627,145130,478150,19551,843088,1247721,1086408,26026,25089,376,4965,105281,1576,18103,60267,42582,7707,222508,4567,19015,3674,213045,2560,3555,9915,224032,3248,994,9965,32067,4359,7818,8062,590,5131,354382,380740,5728,420486,16758,1645,1371,2798,1803,3111,65987,3022,32861,209201,3093,3589,53945,3959,4745,29247,18565,45397,2827,2867,8910,228251,85815,207506,414562,6005,681457,38948,123995,1521,5050,91739,4219,3034,15951,33524,24012,4190,6869,14048,114511,119645,52851,172480,167310,9381,102022,285010,5575,336385,3095,40864,16735,5377,14621,35994,32528,57813,13042,19263,1357996,121270,97202,104920,5844,23935,11349,15845,12210,82556,308998,29474,926213,587743,522801,7871,19356,355666,45628,152067,7288,5811,100354,3462617,8612,2878,981634,40942,2193597,13045,11861,192739,2018721,18387,2892,25354,3104,5090,7775,7689,68158,9424,10956,11125,25098,4737,23680,6636,12378,365813,41373,333116,22837,167892,20886,13924,35192
SRR6784554,controle,2180,1105,63760,106440,10456,69902,439,2124,449,37713,777,86885,3899,4690,405,827,16610,4485,8432,19122,38546,5826,889,34974,13357,103767,35576,178634,2939,240295,4850,600246,6146,82301,7897,2928,23984,568,1373,2312,8077,3769,19133,3736,10737,948,198530,19342,7208,2801,67370,5168,5550,4874,15820,6785,12288,2980,2990,7736,4715,89645,3233,166682,23021,1862,1811,1248,1702,4213,45310,3181,2209,2732,8901,2848,15523,2322,3671,6057,9709,13610,3990,1768,4484,23894,2598,56067,5998,961,27341,10035,7339,1550,2111,31980,1223,1650,2922,8162,834,562,1180,4969,90662,15180,1841,36268,136277,14840,19595,329460,16029,222100,11782,5049,11168,1916,3866,8996,9223,14300,1769,1038,7510,11720,45265,37714,1549,11850,4374,7916,6615,36766,24268,4357,96226,24678,36790,1724,2309,9544,821,11483,910,522,3133,756016,1482,6348,275148,22370,83052,2321,9571,75623,761994,27238,5101,42303,5331,8092,12084,13404,4728,166233,248784,3996,23569,2645,140581,18064,85654,25885,30287,25556,915,1885,6573,2664,8281
SRR8556990,controle,1064,5048,657,3511,161,670,18990,55525,6662,249219,90178,20041,27294,28947,2778,65503,48313,859,4135,605,2489,422,496,10021,3921,25614,55615,56194,521,98848,3419,445926,1546,3012,37,1064,4955,1073,91249,1485,7963,1763,33039,1718,3534,355,37372,1246,867,797,40822,1445,873,3726,684,2496,704,2033,875,5801,69731,15770,301,185285,10868,1077,1163,991,1173,2475,33554,978,3787,2998,500017,4167,4107,335,410,612,1675,3484,1146,742,2396,34812,1412,9466,20333,379,20147,1882,19053,126,10031,757,152,494,285,235,275,84,283,1593,12075,1831,15411,7146,689,55,321,3637,112,3286,38,3595,1010,54,31,893,190,410,365,579,3249,649,3112,4529,250,424,926,1411,1545,6565,1340,1175,33307,30486,23244,662,3912,31184,3416,8522,275,452,733,68445,767,666,296789,19570,802,1625,2092,19340,59777,750,291,1572,119,255,435,344,1081,1369,529,3983,887,66,539,92,1076,114372,129553,47476,586,493,220,439,2963
SRR24907950,controle,565,734,557,3874,95,1409,39,1014,67,6889,10467,1366,5097,1678,492,991,3720,524,490,16,894,298,739,6257,2926,74057,21110,65319,5334,333363,20678,250992,4620,42161,4351,1881,5694,508,2137,5081,3818,2398,163257,1919,4641,1249,49458,4238,2296,1637,30452,1797,1534,13259,1814,2790,1524,10139,739,3138,5533,28756,1337,89579,10874,1264,2424,1184,1811,2192,16068,741,9960,4035,13260,2215,19016,262,3179,802,4605,5345,280,1051,4450,55192,2702,17051,3295,3291,20452,4755,3338,159,3984,807,142,1430,347,393,2380,660,650,1415,44554,3029,1580,2289,14809,2384,928,22206,338,18952,1935,2309,1273,25,58,2667,575,1091,552,341,273,505,6247,8365,199,311,2296,245,680,5251,1428,1921,16569,321988,135509,3010,13207,332622,56801,53400,3890,6151,180976,140462,872,2814,709987,67844,3412,2591,5864,27043,111108,2988,649,4783,215,1203,1398,1134,1335573,1729,5273,1396,695,45,501,69,526,48,533,8757,818,11545564,570,15645,801
SRR6784524,controle,13084,12068,17036,169572,26192,20401,1241,29020,2523,2451911,8762,83507,906292,30782,2803,33406,557816,14913,93768,145205,311528,51335,6123,893759,191629,579490,2673116,206151,5576,1315517,15164,1890074,8534,38956,631,4673,104891,31233,20127,4519,7325,7535,42967,2218,3503526,6850,78167,8143,684,8738,122399,1569,1594,479,3362,1695,1291,2525,1738,1301,1688649,96157,3324,140873,3889,905,647,302,386,810,53529,601,15811,22028,18853,16258,234466,72368,25586,53285,106885,308490,11383,17135,8089,850388,43551,923892,96616,37182,304811,240649,69553,6708,41225,775213,13151,24002,51819,67380,17896,5636,40820,34400,407512,285185,30465,46053,2419370,96656,337999,8447769,657447,1529970,36500,168119,238680,41865,100310,492505,27620,163273,52723,16294,25635,3231,512544,631323,9008,217358,70811,156,200,19448,49095,110607,452961,18075,66505,2254,11981,49404,1540,20171,1963,596,13622,39828,1664,3721,63630,5129,6255,40824,4633,12653,219267,1379,156,1526,987,2110,2216,1063,84638,14333,39686,378433,49156,32573,35087,11273,72656,6229,45466,269674,28646,26449,127979,146815,124865
SRR8556973,controle,584,15812,334770,554556,68252,120255,45,489,121,1831,346,305,1536,810,89,208,7715,6,15271,11480,47741,6239,99,31888,5354,71817,15174,77884,815,59687,1280,534817,998,5006,274,364,1502,244,2219,1508,1159,239,717497,6007,2217,133,33570,821,380,281,25691,4923,341,854,4214,881,3047,489,1326,973,3665,8910,513,57657,2749,306,285,450,220,531,7951,137,1838,821,27748,3403,21403,1686,3841,2789,9222,11503,2050,778,1259,25988,443,74546,38305,382,5921,2658,1731,513,5046,7286,1645,1339,1575,6363,168,235,1152,2939,16768,19628,2060,100950,120055,4894,10605,251709,10766,96405,5693,1869,18849,2185,23033,33795,28463,49964,778,847,4301,41283,59144,36513,232,3875,41094,15,32,459,1379,2802,95324,30356,20674,306,1402,31037,3367,8501,547,393,435,230715,856,110,44982,3904,1067,2117,2959,15254,236589,6776,1235,10583,1277,2455,2747,2379,1938,113565,197039,2476,5875,1938,20195,2314,35515,51928,42809,19345,724,450,15350,7171,4167
SRR24908049,controle,20748,8256,47029,76577,6935,18425,5279,9365,1165,73017,1525,13784,3554,29888,5889,9599,22687,1697,3202,953,5769,785,474,16083,9309,79824,162404,21801,2372,129040,88650,318353,1411,8238,638,842,3637,7371,220286,2252,2873,682,13012,636,2380,412,46378,3754,1760,2110,25375,1357,1385,2836,1317,2673,482,1556,1824,2670,9638,21738,919,77781,8315,1027,1111,1486,764,2016,9438,684,8924,1738,2287,571,13106,621,2264,1256,3087,8556,22505,541,2069,23697,6114,50365,59193,950,39578,2415,19202,5175,705,2643,2094,14463,925,2332,434,267,851,1557,6993,8298,987,64170,13194,1945,1196,30472,644,18221,1682,1493,2954,278,3016,7380,3895,7703,817,770,8881,38020,28180,46080,9989,845,1849,1349,1137,7826,8063,5249,61666,1588,5283,866,10359,7613,443,1001,462,76,897,37967,394,1365,127807,11945,30474,2451,1839,6930,30983,458,156,977,58,256,328,362,2842,10595,23364,4107,13467,2070,7093,881,14606,17304,15332,31392,1207,2051,3486,2067,2121
SRR24907984,controle,10146,119870,42959,116314,8311,32053,90459,164634,18260,595737,39436,51181,86070,137874,21583,21110,136572,5599,64326,11730,52784,7728,25186,101279,514647,117425,425093,76584,12041,439647,16033,516764,8895,25395,2451,2741,93477,24144,4105,150144,24321,15256,15245,2056,16762,1219,49262,3668,2264,3088,63026,1774,3587,8011,3434,6988,2030,5408,3975,6679,16119,41957,838,157127,24483,1852,2380,1719,1835,4792,28297,2992,8764,23621,3133,2833,45775,7525,8157,8346,45341,37521,10365,7332,5628,369728,250181,371383,346711,46193,1259331,23200,150096,2312,15477,24300,94874,5365,8052,22856,35729,3233,4989,2645,39208,55366,199996,349518,117315,10092,26347,325427,7664,448775,5955,31669,100146,19809,43842,81717,26829,146163,5136,23358,279329,57543,186095,503005,3948,5023,6142,10691,9624,62258,130596,15579,1541765,61521,49697,4602,3017,37566,5097,17986,3078,1816,512034,155410,10602,5926,417225,38587,2897,344413,5590,23333,143453,4255,1251,6902,944,1444,1805,1981,289586,76174,100042,122967,16129,4049,102002,11404,66047,63605,112862,123658,20195,3182349,23137,36734,11598
SRR6784591,controle,3545,738656,81139,151385,17997,60437,51034,116138,21424,809607,738624,293310,48577,401217,51656,26719,399459,22057,11488,488,4491,895,11223,132331,1053106,395856,138668,340998,7367,1933941,11614,3691825,18426,91221,6021,8169,55367,7209,918962,11476,29839,16754,142667,2512,256515,5861,140002,3180,1912,27150,334208,9190,971,4287,10045,92021,10308,12893,5447,79216,172911,131457,12223,2369373,347595,31215,25272,25214,33129,45616,86049,1573,21808,182045,20861,34736,13397,4902,6305,7216,13860,22810,4177,13672,55442,282144,219700,145053,168927,22182,2284090,48258,65143,854,254833,25882,11247,98560,5525,10142,36737,12856,8560,9651,147266,258856,39052,67727,446263,42486,70091,1049270,53327,787941,30591,81149,62569,12564,73797,70498,222422,306015,15046,30568,4536,2671,68664,86263,6700,10725,6086,18830,16276,116826,527388,40639,4362741,560501,313106,15042,12448,526248,55951,141992,12596,4481,659448,246375,6452,13842,197306,36446,188948,14148,8172,40548,389586,9824,1221,8996,1356,1570,2507,2276,1050731,86897,138494,12700,11415,6034,53314,7936,46592,60665,97286,505286,22749,67770,106187,32571,32993
SRR24907983,controle,67895,11422,257833,430517,48415,73694,85,2297,365,221766,16440,8189,19204,53748,14587,20878,54297,1838,22728,8390,37727,5223,3899,70112,27126,115383,247022,107573,8753,665862,40849,835099,8436,133077,16053,3112,22877,4099,4341,7528,11412,7435,31808,1932,9507,2455,63716,3869,1919,11202,83580,2811,1669,16812,7611,19794,13699,19807,4016,12123,327148,108239,3862,257895,51991,4083,3513,2456,3264,8041,31759,1648,13020,118198,3772,5253,17617,2372,3510,17570,8383,21424,89704,2204,7316,215452,6685,201266,51517,4321,87100,12613,97924,20041,2859,20161,2362,2252,3388,8119,12822,1680,4667,2991,46896,18812,4771,92299,95193,1940,22413,436000,13658,127249,1195,6316,25248,3485,31049,146968,7501,37197,3630,2678,115463,42373,107317,203827,23310,4950,4602,6586,6130,43688,39814,6340,80211,107611,90872,3800,3991,57271,6447,28879,3889,2932,2081960,160966,58961,16251,760337,70342,5002,345435,7706,47472,145160,2392,1160,4880,264,1332,1332,1315,1966998,17390,19265,20945,10797,2491,49352,6157,17918,14304,24400,19000,5251,8975399,22390,29002,8236
SRR24907892,controle,8914,1348,34108,64612,5357,41737,144940,220582,24364,200971,16839,3316,7549,69600,9571,39760,60211,1500,9279,8459,33902,4050,650,23393,9968,204935,33921,113827,7188,324648,5902,161904,13370,43284,4641,2256,40082,991,2887,2487,8360,4044,16960,600,8286,908,24061,417,416,8806,44157,937,276,6433,8297,2283,6926,3590,4794,919,116373,55223,2725,36044,4054,559,504,310,751,797,13028,577,6392,2006,2689,604,25646,1047,1754,2194,5360,15414,5547,2029,804,175933,1090,47175,4827,1047,15171,4184,24277,1333,1697,4740,1155,5114,1326,5286,3046,972,1047,3219,26816,20358,3053,63894,45711,6432,6754,100049,2285,67869,5140,2161,7672,959,8378,13427,13319,25784,928,838,12285,36363,41228,66552,1833,1801,1848,3388,2806,18251,6021,23972,46618,29944,22651,1729,1462,20217,4020,6928,1593,977,2708,334745,327308,29430,297234,35582,3304,208326,6650,33155,322894,13885,2516,21674,1972,4538,5817,5617,7062,82106,202089,22239,4873,1131,6597,1054,22624,40778,1916,142508,1786,3459,10257,3152,2930
SRR24908007,controle,451,801,33049,56525,5388,13106,201,930,114,114697,4677,3270,48522,1336,278,1863,23371,1377,6200,2301,9752,1459,5874,12935,3865,276833,15389,158386,1054,402502,2467,507161,4293,57271,7703,2059,67235,3263,2904,2273,10004,6025,22294,1339,12962,954,86437,7207,3850,19472,57918,1972,2219,3623,12930,5130,10828,2397,5330,4395,453218,20457,562,120286,16104,2437,1775,1341,1293,3388,21084,1162,4298,1933,5192,1306,24875,510,554,1490,4207,14720,651,1656,3116,20167,776,21902,2872,1462,8263,2100,5989,55,501,1248,279,483,374,1080,604,841,2529,3559,30105,1981,956,13370,8766,189,867,36719,126,10645,210,2038,9606,1402,111,1420,431,776,762,271,45626,6855,27681,14175,560,3264,1524,0,109,7040,1521,5304,5856,70116,51466,2117,1972,53514,5763,19754,4675,2152,1939,522703,1410,10204,89601,13844,5208,2627,6495,27875,442667,25937,4189,37156,4067,7480,10340,8630,4666,1059,3527,1570,1325,218,2758,287,905,4623,851,21687,442,2811,488,939,1256
ERR912079,controle,9474,14538,7883,10589,739,3877,335917,443887,55069,109285,59600,3956,11744,14374,1703,59534,1962283,986,5377,24930,7097,1340,4214,75419,399530,90240,201447,321342,40045,244486,1673577,476727,8285,176517,10463,2943,29084,4157,5981,2811,8108,1259,24305,5333,5599,4345,174471,3546,1810,1491,124697,2388,1771,5580,1356,333,1134,5047,671,323,9084,51562,494,54861,616,67,54,88,307,172,41720,767,13879,4884,13668,4474,19098,1906,3355,8723,11834,14673,6533,530,365,675153,47070,149519,79959,5636,1683905,20033,1848513,3110,7944,32357,28359,2616,6306,70253,32518,6025,4012,7337,124531,62116,796906,25790,279652,12727,29407,958208,15951,1242727,3803,52027,29305,15583,1873,19640,4515,15515,6375,21144,10830,6833,57084,60436,8935,4824,4976,14609,11122,61034,343059,28071,979696,12826,65137,3749,2716,13207,2679,30127,1771,735,49793,268670,129820,6163,600459,24395,3275,16682,3062,61941,349661,2111,526,2549,485,834,917,719,164722,2388,2601,7737,6322,1658,10036,4137,23070,72624,5720,45671,18908,1024942,6505,10113,14290
SRR24907871,controle,31626,106786,522197,609810,73798,126160,183613,250265,32524,695470,57484,129400,59375,14075,3521,172380,145690,12182,6437,1457,8436,2678,1808,79364,379307,253650,105691,202557,2043,669835,9494,1315768,14029,113509,13398,6831,227666,264501,6458,7331,8499,6563,40924,7826,38131,2150,177472,10895,6600,4549,109469,5877,6899,2372,15890,17355,17680,2125,10595,16455,37444,112657,4515,290093,47457,3972,4314,4937,7181,10214,103984,7513,14685,9583,21316,4485,27632,3818,2898,4715,15967,23241,33975,1829,8700,142420,7475,134926,22459,16097,189709,22837,55296,6220,8757,6974,12427,2482,2882,4319,6953,4985,8098,3663,58679,113039,14022,65915,188708,30061,33070,439414,2974,360773,29945,18789,97577,22581,46420,78835,58113,134160,4679,9554,27058,5072,175325,120115,14355,3267,6907,19181,14321,88596,69756,27214,750700,159998,43596,9747,11852,271546,25200,33947,3269,1921,4468,683294,2868,20421,50352,8685,3944,6896,9051,28448,594253,39486,3938,43930,4611,9324,12623,8709,7733,12694,14278,31871,4697,1442,21381,2301,13471,23809,35266,76652,12565,4116,46940,17699,10254
SRR24907957,controle,17326,3277,10433,22186,1746,7538,130,1769,281,115017,728,32732,12696,33831,7781,4327,29884,4731,14751,1952,9239,1162,924,12869,28937,134421,73650,132609,888,444478,3148,408881,4919,39454,4951,2234,3450,397,4282,4034,2863,2238,14672,1741,2973,1500,81853,7584,3963,1883,42209,2894,2321,1531,9153,5351,7924,2380,1962,5383,6610,102872,5109,126865,17527,2215,2440,2376,1507,4032,23587,2336,4692,2416,1163,1117,10988,1429,1776,1309,4096,5502,18779,1336,3010,23400,1254,50452,10431,2428,37124,2082,18807,3580,1818,2253,631,502,708,1169,2024,214,1334,1541,45078,3461,696,9597,13011,703,4296,26784,561,14103,490,3018,3081,264,2475,8892,578,3855,621,1093,56247,10453,15615,37052,4767,1075,1128,1595,1281,8830,8573,3696,38087,201030,133082,2356,2253,60514,7962,44909,4581,6309,1685,369822,1144,8793,35488,6321,3333,2002,4876,18545,327904,19506,2729,29605,3453,7425,10243,5122,4139,12981,25290,17793,2043,479,12430,1321,9193,5882,4776,32928,814,1919,1785,1884,1426
