sample_id,group,Acetatifactor sp.,Acutalibacteraceae bacterium,Agathobacter,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia,Akkermansia muciniphila,Akkermansia sp.,Alistipes,Alistipes communis,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes putredinis DSM 17216,Alistipes senegalensis,Alistipes shahii,Alistipes sp.,Alistipes sp. HGB5,Anaerobutyricum hallii,Anaerostipes hadrus,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteria,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales,Bacteroidales bacterium,Bacteroides,Bacteroides acidifaciens,Bacteroides caccae,Bacteroides caccae ATCC 43185,Bacteroides cellulosilyticus,Bacteroides eggerthii,Bacteroides eggerthii 1_2_48FAA,Bacteroides eggerthii DSM 20697,Bacteroides faecis,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,Bacteroides fragilis,Bacteroides fragilis 3_1_12,Bacteroides intestinalis,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,Bacteroides ovatus SD CMC 3f,Bacteroides salyersiae,Bacteroides sp.,Bacteroides sp. 1_1_30,Bacteroides sp. 2_2_4,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_40A,Bacteroides sp. 4_1_36,Bacteroides sp. 4_3_47FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. D20,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,Bacteroides uniformis CAG:3,Bacteroides uniformis CL03T00C23,Bacteroides uniformis CL03T12C37,Bacteroides uniformis dnLKV2,Bacteroides uniformis str. 3978 T3 ii,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a,Bacteroidota,Barnesiella intestinihominis,Barnesiella sp.,Bifidobacterium longum,Blautia,Blautia faecis,Blautia massiliensis (ex Durand et al. 2017),Blautia obeum,Blautia sp.,Blautia wexlerae,Brotocaccenecus cirricatena,Brotolimicola acetigignens,Catenibacterium mitsuokai,Caudoviricetes sp.,Christensenellales bacterium,Clostridia,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridioides difficile,Clostridium sp.,Clostridium sp. AF34-10BH,Clostridium sp. AM34-9AC,Collinsella sp.,Coprococcus,Coprococcus comes,Coprococcus eutactus,Dialister invisus,Dorea formicigenerans,Dorea longicatena,Dysosmobacter sp.,Enterocloster bolteae,Enterococcus faecium,Escherichia albertii B156,Eubacteriaceae bacterium CHKCI005,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacillus sp. MSK20_93,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii M21/2,Flavobacterium tibetense,Fusibacter tunisiensis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Hungatella,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira eligens,Lachnospira hominis,Lachnospira pectinoschiza,Lachnospira sp.,Lacrimispora defluvii,Mediterraneibacter butyricigenes,Mediterraneibacter faecis,Oceanirhabdus seepicola,Odoribacter sp. N54.MGS-14,Oscillibacter hominis,Oscillibacter sp. KLE 1728,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Oscillospiraceae bacterium NTUH-002-81,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides faecalis,Parabacteroides gordonii MS-1 = DSM 23371,Parabacteroides leei,Parabacteroides massiliensis,Parabacteroides provencensis,Parabacteroides segnis,Paramuribaculum sp.,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola,Phocaeicola coprophilus CAG:333,Phocaeicola coprophilus DSM 18228 = JCM 13818,Phocaeicola dorei CL02T00C15,Phocaeicola dorei CL02T12C06,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Phocaeicola sp. KGMB11183,Phocaeicola vulgatus CAG:6,Phocaeicola vulgatus dnLKV7,Phocaeicola vulgatus str. 3775 SL(B) 10 (iv),Prevotella pectinovora,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Roseburia hominis,Roseburia intestinalis,Roseburia intestinalis M50/1,Roseburia inulinivorans,Roseburia porci,Ruminococcaceae bacterium OttesenSCG-928-L11,Ruminococcus albus,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Ruminococcus turbiniformis,Segatella,Streptomyces sp. DSM 41524,Streptomyces viridodiastaticus,Subdoligranulum sp. AF14-43,Tannockella kyphosi
SRR8557030,fbm,1993,866,8490,18216,2458,5700,59804,176376,9980,58777,4761,7841,22416,776,73,3962,2255,15721,446,255,946,4871,17443,12697,34810,21036,42608,2113,145832,3731,499074,2225,2242,22,22302,198325,7201,9261,1068,326,279,124337,419,13182,11384,644,894,281,11567,1043,2692,2707,572,2098,600,835,2831,3280,38595,1334,130105,12349,385,663,972,3656,1052,7075,323,1687,7244,1454,195,3329,241,1869,779,1337,3729,509,4918,3742,48802,1668,28406,19723,1092,53268,1935,75035,3298,1448,451,678,1582,910,316,558,1302,185,1694,460,2353,12104,15149,12973,6008,137,1434,12506,3960,2758,2120,7597,2991,7230,18379,348,967,1769,2179,4309,15404,388235,765,721,322,517,3259,2689,339,2990,47178,796,50132,3002,1768,619,46490,7643,3937,331,295,62659,152,646,155891,2622,8536,13834,469,2811,583,3021,29217,1754,1626,119,104,777,3707,4818,940,5836,789,6554,795,5748,2770,1139,4253,5713,1833,68,26010,1492,1389,4016
SRR8556891,fbm,343,840,7284,14650,2051,1950,199954,79863,25272,1155190,24015,66128,236407,73807,22935,922,27432,56612,4296,436,814,102,24518,14655,96772,39945,93463,360,320309,1641,1034063,2697,172272,14822,29928,3269,3601,671,3818,1812,646,7977,1755,12880,73031,6516,2317,1367,29153,3113,2855,1866,3965,3544,3174,1584,5827,1738,23104,2026,274025,23886,3447,1235,1837,8096,2070,20020,1660,9232,97614,11907,2550,5978,383,2011,853,2929,5085,26468,515,7055,52675,4154,22829,1872,171,28919,3113,2274,334,87,732,153,2492,205,573,489,738,581,801,376,7691,11789,1469,1722,4435,206,1002,15884,4053,14775,7767,916,5171,599,2688,634,3350,121,1852,2490,12029,9110,174,205,332,1920,7387,117269,467,33294,54139,163,89655,17755,1649,1070,65706,9624,7604,624,233,161785,1228,2455,117867,2280,6906,11241,387,1081,804,3661,111106,3790,5050,803,451,878,1412,1364,636,6732,734,2844,411,1498,55669,44493,46974,30546,74487,533,1220,227,1535,4419
SRR8556980,fbm,4526,12868,84933,129338,20018,16323,11694,2801,3804,5694,171,819,1337,1390,260,82,193,504,578,808,1170,57,23593,39406,67626,80459,136543,706,200363,465,1119350,536,3665,79,55483,4301,1816,26,3058,1376,860,21666,1133,21218,92482,6218,6370,171,29617,7787,21614,11601,2327,6143,4510,5546,10547,2998,102403,4010,305632,34437,1864,2534,2149,10587,3520,24764,786,4766,237,17,1254,4963,508,1507,1252,1958,4721,830,11483,8383,27126,1646,39102,2224,393,27589,858,3314,8186,3773,395,272,2802,439,69219,821,1281,988,464,631,8248,12871,932,40070,17439,798,3746,26083,14027,5709,2758,7974,3505,7436,19925,361,2034,1013,4409,25723,20860,12683,1245,666,523,124,171,14562,1455,21770,91404,963,431,2772,624,1119,1318,827,245,169,502,287361,551,1001,776592,12722,10724,71441,806,879,850,11483,113572,6036,6870,485,862,1298,7211,14917,2385,1535,975,2188,262,1890,28937,21600,8526,19034,3406,434,4068,1663,1220,3690
SRR8557020,fbm,64,1662,19898,28158,4831,5770,8113,23034,1571,453472,4870,33965,97835,27070,8282,2023,30401,214681,2691,390,531,14792,16715,57171,20827,11302,71953,538,172592,1887,529727,580,48989,4314,35738,242534,9254,11215,656,423,402,5147,1047,13343,23373,2479,963,1137,25047,1460,962,7030,911,1470,2927,3277,2298,4433,12411,1273,102701,11019,529,521,616,2763,983,6668,108,3830,23609,3096,126,4485,1024,772,905,2183,4689,606,298,2408,23516,13733,25128,26533,1702,57041,771,63017,278,29,1031,412,1908,1332,19165,567,954,238,584,320,2758,7004,1041,40288,4611,247,886,10923,15817,3614,3418,4133,4871,3266,9851,362,1107,1132,5324,19742,15935,15555,289,314,207,286,1814,8229,462,7620,47675,397,48918,16182,2415,1487,26448,3646,4603,594,195,174607,687,481,473284,7394,5910,42412,565,798,893,7383,64981,3489,4087,279,485,571,39614,29569,813,4553,1043,1579,267,10717,27174,6824,17595,9963,1149,30,61669,704,1544,1657
SRR8556881,fbm,9002,13851,20595,31411,5165,4836,4595,14130,897,276967,4963,10684,10640,28605,8761,1631,27830,20395,677,449,932,1632,28111,22127,33094,144689,74850,2972,242502,18445,629229,1998,1914,187,1328,2676,2043,2250,2219,2546,543,8537,2714,4203,87780,6903,2607,484,76709,5330,10120,401,2452,3922,2454,409,3400,2285,36546,2257,246308,18138,571,787,1276,11147,1927,21332,774,5055,27432,4849,198,6780,1115,1061,1253,2555,6906,3800,6140,4828,48438,104038,35159,13997,313,44670,1328,26445,4805,1922,384,30617,2368,18087,772,1051,1255,705,2651,409,2863,13777,9220,21018,21611,1062,6797,38484,21042,6516,3553,4974,3381,4808,12954,742,1719,1095,2465,8677,28652,37104,1370,486,382,514,6643,17895,902,5230,49778,625,16393,2485,4278,294,15528,2931,1539,243,144,163118,415912,44070,18979,979,2699,3104,951,10700,845,9812,109056,3692,6502,1242,388,6387,10861,10176,1524,3010,1198,1688,291,8805,1277,1616,1273,4681,1947,2458,42114,1053,1432,4193
SRR8556963,fbm,2034,3271,22005,45852,6246,11193,9239,28263,1726,67,284,1289,1113,440,218,210,224,151,357,968,1945,18,23034,1490,93172,16226,234651,1038,388682,757,1659573,1731,5295,345,5854,13265,2774,478,555,8260,972,8747,4313,3134,49072,5775,4159,116,28342,46701,7705,17817,2737,6568,5781,7238,9556,8688,19760,790,340343,40259,2027,1816,2036,9268,3722,119681,5399,4305,38,7,130,10366,1271,1007,1637,4195,10326,3244,6488,9104,17358,263,39135,17403,146,7719,49278,2477,3681,1646,360,4648,2656,2900,37348,1299,1210,203,288,425,3469,6183,472,7786,9175,241,4771,16261,8689,1553,12024,4892,5456,3821,11672,342,280,349,3887,3857,33823,10835,674,885,713,6,3653,8429,464,12434,26715,1018,983,14755,696,150,13228,544,73,92,227,408702,1813,1757,973576,16163,23891,93268,807,4784,1566,20177,194022,8792,10569,1037,825,772,64973,98266,2926,13560,1884,24675,1157,20152,15230,15952,9646,12134,2240,41,2683,763,1273,1718
SRR8557019,fbm,3243,7598,34668,47525,8119,6587,18349,51035,3783,177671,656,9231,7345,2658,180,3748,106514,30017,2037,816,597,11119,25507,158961,21565,29841,29250,3,76478,326,554882,424,1104,0,462,271,516,46,1407,24,27,7415,137,8298,1401,0,83,25,8819,0,78,594,564,4264,77,59,6536,636,3799,446,250543,29641,2030,1637,1400,7130,2573,1167,3,3574,425,147,121,3940,456,517,1204,1466,4854,2234,8569,7471,44742,357,52793,49019,36534,40494,1501,44915,5772,2428,497,410,4771,1850,33830,1283,1152,1121,447,743,2986,29295,4339,19103,4519,183,4146,12812,3487,5391,4504,20039,7504,20542,48257,307,6931,515,1319,3464,33681,16620,1003,324,497,6,482,7698,10737,2643,143459,3779,314,782,607,1241,322,646,204,174,127,631,2,1412,3622,16,3,608,31,1232,425,52,3572,138,113,0,0,299,4713,4297,6578,3281,781,5913,546,3352,5736,617,6630,5264,7513,188,8553,4207,3399,3842
SRR8556913,fbm,559,266,496,10509,337,3580,43395,120736,8021,262382,6757,27031,43693,13616,2978,3073,40607,383301,2854,348,1522,4693,16829,20947,47912,25276,92390,375,246231,352,716815,1354,35903,2996,1216,81742,3299,5090,2884,1780,595,4303,1717,7629,15504,1121,856,4433,33417,2906,2217,1009,3532,3477,2522,593,4884,2510,71902,2736,226722,22800,2242,1186,1709,6229,1417,14125,617,3928,15688,2089,292,15507,1460,878,1459,4955,14575,198,1600,7443,36215,326,24548,30877,544,22369,662,162386,1131,447,1096,677,1586,297,1003,491,907,323,305,659,2725,10143,717,9567,5151,155,1923,10572,4492,1741,1313,8049,6119,6336,18201,462,683,1647,345,4163,14585,34538,209,370,318,382,3119,1233,432,4106,30870,702,49806,19260,1449,411,17955,3170,4753,615,7281,222152,13927,2120,31723,1594,6368,4832,13138,5314,949,2704,151280,4840,7438,1831,541,864,78638,43285,609,2209,1054,2800,920,22913,253,73,4185,6397,2046,268,22718,1485,2452,2742
SRR8557009,fbm,202,49316,3310,10146,1059,5288,4027,13336,824,239612,386,149489,4856,21957,7312,1778,3105,12740,9383,448,484,55,15610,3714,37776,83813,135816,640,306256,567,1101271,916,3274,139,3705,5031,5280,1498,4292,3338,1896,10571,2397,3696,127621,9910,7022,1541,22342,18178,15838,9382,3248,4631,3254,3172,5853,1647,80828,4446,225234,40200,1512,1704,1567,6561,2944,42849,2050,4436,42326,5759,228,2885,1239,865,1262,1734,3016,398,553,5409,23989,138,29988,1191,254,6494,1105,2589,366,109,308,171,1390,932,955,815,1106,1561,754,290,2892,20238,794,19601,14837,738,2933,20869,10890,6881,2972,15380,13631,12487,36767,618,1848,283,3937,11389,13517,6894,253,298,319,499,2505,8594,1093,8574,74581,1462,65858,20560,679,681,29003,4251,5015,878,106,329676,680,2025,549415,8715,4514,52115,50114,1201,988,11645,102078,5092,5344,415,408,652,41888,62719,1491,30988,2619,3543,294,9938,10234,5151,7000,12173,2345,583,7606,2763,3483,2440
SRR8557026,fbm,11708,98,2506,9882,1075,2954,6078,1924,1883,157024,52,46887,40984,504,82,279,3195,6252,3392,306,362,210,5173,1512,42581,7714,70082,20,157110,189,2046794,2168,7204,74,179739,2362,164,181,21191,4650,1633,264934,578,63090,24274,1768,992,474,24397,10257,1991,327,450,4417,199,236,5988,2733,555454,10667,232093,29813,1444,1296,1416,6560,2531,40601,1591,2342,373,19,44,1500,303,131,338,719,1926,15,32741,6362,6860,79,34085,15281,557,3684,328,5694,21510,9807,278,233,476,307,15951,330,246,411,83,68,2024,3160,870,2983,2084,59,790,3136,1902,1493,884,3492,6159,2414,6976,66,62,1031,4523,4933,10519,16588,3583,152,107,15,720,1151,183,2513,3499,357,185839,2921,1320,9291,170181,26197,13338,836,205,453,851,724,2602,203,10993,128,642,13499,102,364,7795,408,167,0,1,632,27983,30827,1328,24264,1904,8889,650,8653,2901,1026,2247,1711,694,874,2093,426,1592,856
SRR8556952,fbm,2558,812,36,2014,78,292,48079,134625,7674,547523,1299,460045,31432,13212,3220,2083,17532,136388,36053,363,175,932,9870,4929,29930,53283,38295,102,177814,330,402982,359,23198,1879,740,1331,2103,516,21562,887,488,14077,1131,2419,18133,2208,967,118,17394,1745,2328,412,1837,1850,1529,199,2884,25441,13550,707,137898,9525,657,772,475,3025,935,8062,383,3237,23647,2954,795,3685,208,2031,470,2966,2526,179,6325,2251,23261,93533,17432,5109,356,7564,883,5243,4631,2226,891,8727,719,5146,312,172,295,155,314,570,3093,11012,808,1186,1982,162,407,4383,1317,4311,3435,5841,1848,6066,15296,224,1622,202,173,389,6110,5109,834,81,100,247,1741,778,797,2288,23235,638,75663,37397,576,381,10524,1675,6483,750,205,81101,121,457,20020,681,2130,2490,620,724,483,1806,51514,2000,2892,466,386,255,554,494,978,949,162,1533,137,628,5,123,798,1319,2262,33,13638,1408,568,2958
SRR8556955,fbm,7803,17971,6837,23291,2646,18120,130,405,132,312232,7797,11485,5005,42748,15825,2302,37519,27384,2569,1161,3609,7978,45418,61913,67876,187931,190325,4170,315509,40457,448885,2639,56071,3402,19572,1843,1184,246,2485,1934,1796,6546,892,6974,45579,3261,1734,925,15754,3156,3760,2584,9688,1660,10322,1648,2124,98046,81720,2928,85386,11305,672,509,654,2910,909,10956,444,6556,69046,8632,326,16507,766,3111,2066,5337,15182,703,4980,2534,74501,4671,71403,83090,1503,31170,2679,33173,3048,1194,910,21312,5011,13080,2838,2596,2028,1025,957,1710,9019,14690,2295,100287,58793,4028,5966,98411,44124,7076,4109,6645,10541,4763,14308,689,3047,1785,10721,41158,139100,115026,948,626,565,597,4262,47160,1030,6768,190056,984,67772,27090,1139,1312,42918,6325,8042,3058,95608,879540,1310,2432,81745,3667,207,13675,164368,3600,2826,10926,398435,14658,25390,3805,1962,23381,108279,178005,6397,6832,1831,12169,1044,36235,7397,2071,7382,13254,3181,217513,3510,1098,2642,3244
SRR8556989,fbm,9335,692,4704,10098,1354,1268,24,1385,197,271701,206,18908,3451,30632,8552,3569,39726,23719,1882,736,355,236,21126,28414,58080,72575,138208,421,302278,868,850091,7799,3757,31,17214,2891,3025,539,3048,2056,95,8253,2552,7261,24613,127,258,664,19986,1007,1102,10398,2104,5245,1613,4775,6889,4031,185042,3639,308410,32316,1644,1754,1961,7384,3552,7847,365,7136,44274,5699,317,990,1292,612,1357,1094,1188,896,25233,7033,41961,186,54264,45036,4009,34531,11691,29895,18536,7268,179,900,997,666,1078,841,784,1547,678,311,10950,8883,7895,3779,9728,832,2202,14133,8037,7064,2222,3725,14088,534,4498,774,1562,2008,974,753,78291,61330,3673,196,473,0,3526,5289,617,11217,39345,113,69213,13952,794,2330,56761,8574,5027,982,698,232012,728,1096,571073,12424,10116,53528,281,5551,1180,11772,95415,5477,6154,754,412,616,6412,1520,1395,1558,531,1690,261,4643,12460,4306,14679,4973,7625,72,2410,78,3865,4200
SRR8556898,fbm,660,799,5887,11127,1771,1189,23883,6980,7741,497175,4401,66778,33363,45465,17932,3385,63551,41770,5301,335,825,19996,33162,108779,43229,60211,43185,215,184915,1621,268863,363,40861,3173,53947,1226,1481,1117,17896,744,514,18083,1148,19625,19708,1534,813,257,7689,1690,1840,339,1920,444,2141,277,558,1166,19383,1312,27239,3149,199,117,117,682,285,7194,341,3558,82451,12428,1161,2177,723,623,1648,2085,3382,5860,1277,760,67024,60575,36588,102872,18368,512187,2067,301142,884,240,708,407,3861,1447,678,1734,1591,760,1818,614,6939,29123,97149,11248,12492,828,1677,34171,64492,10236,3951,18507,13376,18109,47116,1003,5562,1461,1273,6057,11199,10396,421,290,310,1441,6796,31067,3641,8377,397702,6560,60909,21608,1067,363,24643,4028,5087,478,1142,133531,246,938,20522,617,1373,2864,460,1838,477,1918,85582,3258,5895,1160,445,1076,2843,1615,944,1240,354,2933,302,1669,9324,2209,17956,5539,21609,776,43671,3977,14385,5796
SRR8557016,fbm,12954,1073,38924,55214,9727,8576,1886,843,572,127682,4553,75186,12359,1990,304,1760,25459,15392,4805,506,622,71,19107,12058,30950,85104,120205,373,266152,662,814426,1683,76738,6531,4439,2304,662,2622,1209,1603,575,11025,2315,127642,24500,1857,1733,3027,18646,8803,5702,876,5650,2522,5456,726,3366,548072,12062,2724,126906,19701,808,844,826,3657,1589,25681,1154,1715,414,45,169,8658,384,614,874,2782,9064,2863,8640,2992,49671,114,40835,6099,394,10194,1083,5082,6219,2433,273,405,1376,1550,485,623,1052,708,1648,221,4403,10250,736,10436,5954,298,1738,15526,4877,4750,6093,5658,4451,4970,13838,589,2568,1678,1623,4416,27963,19874,1788,384,398,245,3938,22325,688,3258,46655,760,149653,37796,2810,634,62906,10542,11545,1160,37078,300485,610,2880,44345,2376,4881,9055,743,8346,2746,5258,207477,7834,12182,2812,999,4567,13572,18908,1487,29042,2690,14176,886,6606,3290,77,1662,6674,1559,981,2874,1118,946,2538
SRR8556945,fbm,5903,348,17963,36789,4693,24188,11594,6041,1678,217467,1473,22817,10609,29663,8294,982,25796,18395,2555,535,1805,113,26137,14241,73648,114894,118769,549,274267,8192,835573,930,3982,234,71953,2605,764,493,2302,927,751,11257,659,25406,82493,7147,3046,561,22193,6289,7125,3228,4920,2646,6977,1222,4188,323934,67539,3526,155302,15982,1200,808,913,5342,2417,20370,1061,3748,356,46,268,8652,1702,893,1990,2518,8309,2589,16296,3833,25050,543,65746,7196,312,18858,1026,15012,9290,4399,4478,4694,2390,2790,33701,724,1459,354,1108,379,5389,16918,4003,20521,27682,1448,6419,41980,28380,2815,3569,11323,4074,10562,27530,747,2330,1046,7619,14761,34653,21391,1636,525,870,776,3637,12311,452,18921,43673,1276,72048,20914,1601,1209,35220,5703,6610,1311,1002,479651,809,2545,182346,5285,9601,19655,118550,2010,1341,5568,188449,6479,9107,2070,465,1249,138663,249765,3827,14858,1429,6927,1383,24694,30909,21595,12407,21084,2212,681,5272,2353,1141,2969
SRR8557006,fbm,375,320,16762,25044,4270,2989,7234,22033,1340,272178,4980,59839,7305,42204,9794,1465,33561,22068,4107,779,2228,24,20467,25567,40316,15017,95550,357,131187,473,360625,848,10040,378,2094,2054,661,683,8657,784,450,6180,1126,39557,9975,812,455,441,8807,468,1437,3996,1586,2111,4139,1655,2853,123464,14030,1186,118059,14661,706,784,595,3129,1672,4056,202,5420,16254,2602,255,1744,498,869,1314,1783,2625,4245,905,3188,14866,11644,29110,7887,348,52532,6922,5609,477,259,358,69877,2310,36012,655,865,1183,695,246,294,2594,9664,686,4237,10974,596,2334,16619,20547,5341,3392,3352,3519,3142,8910,426,1441,1131,2422,3462,11802,11901,197,387,542,271,1207,14860,1227,4025,58397,399,22798,8693,1691,280,10886,1919,2303,636,25644,221999,352,1004,242864,4818,3583,24023,33448,997,761,5419,82214,4422,5078,845,332,759,1845,3633,536,2805,636,1990,1105,660,5639,1039,3272,3635,3258,253,2009,802,1755,3458
SRR8556982,fbm,1833,650,176522,236908,37580,32177,3718,13017,646,81396,2207,9747,10033,6738,1766,657,12790,7721,798,556,1046,1386,23965,9559,59035,13353,230144,563,317231,679,573865,513,33928,2339,25608,3754,729,463,4131,8514,3675,9892,1258,244993,23486,1411,547,1258,19031,2018,2108,4378,10832,2112,8535,2586,2563,245170,66371,3988,135150,14109,482,784,1089,3311,1541,14723,379,1944,16701,2620,107,2971,2031,390,1227,1261,3700,1007,4695,3044,28483,12853,40092,9906,278,32532,890,14175,3163,1424,323,658,1889,463,752,2047,1412,256,1191,383,6963,20196,2214,85106,24045,989,3645,43453,26097,3524,4680,14114,5860,13050,35496,616,1103,6671,11314,38950,62424,10699,1230,1964,361,408,3607,9190,462,3678,38013,1604,42361,19503,2608,255,16390,3327,3770,723,549,794217,753,3722,194748,5312,14464,23788,82990,1390,2761,11192,432951,20878,27368,5431,1925,589,6602,12997,11894,1922,1133,2671,600,2021,4553,2297,1733,4671,1782,126,8253,3003,1737,2047
SRR8556971,fbm,1066,732,6145,8380,1494,1113,44,632,7,122821,1023,40853,8111,12115,2733,2190,8676,8050,2526,186,241,74,3878,1163,66000,18669,149269,4727,189526,1662,574723,1615,93666,7929,30405,47800,2404,2342,2669,1949,832,17049,1112,24370,38249,3220,1722,7050,45455,5111,6185,742,5523,5083,4171,1065,1771,2704,125541,4037,71686,10044,475,425,462,1641,669,23740,1283,936,21997,3640,82,5432,233,471,412,1549,5332,61,3163,1542,22974,73,9453,321,116,1711,260,1937,2168,1024,58,58,552,218,256,142,276,68,122,116,6987,1649,241,12386,2400,146,657,4056,2114,685,559,992,2262,648,2112,89,119,137,3427,8307,5399,3331,374,93,128,647,2356,2301,107,672,5435,84,97505,40434,1008,576,30067,4762,8601,665,516,318339,13088,3375,47806,2512,12536,6161,1181,1867313,2153,4823,214851,8247,12333,2423,840,1324,1945,1006,254,2784,298,6864,444,1830,22,36,123,1320,295,1012,679,142,336,482
SRR8556938,fbm,4654,250,8502,22028,2322,6843,6003,19339,1114,181716,169,159286,5827,607,73,863,3799,6010,13973,344,613,106,18372,3987,55240,12836,101253,638,183680,1770,380538,400,3488,43,4907,3336,393,1699,2248,2453,367,7119,3068,2219,14025,1273,801,154,17023,7310,2354,10787,1307,1215,2764,4203,1974,3072,106436,2472,66552,5738,264,498,267,1804,469,25766,1288,3517,171,18,104,2899,550,502,783,1011,3335,3168,2268,1300,36475,969,30133,4458,1758,6787,765,4563,988,363,152,39582,1088,20179,51379,438,796,499,436,441,15663,8684,1341,38330,17486,731,3899,26012,14548,2951,3778,5995,7780,4662,13816,214,514,1607,5269,21576,33708,13693,444,315,289,867,3254,13623,1449,3929,17805,591,32256,20530,1043,356,7895,91,3580,711,621,250944,743,556,530261,8672,8330,52886,246,11323,659,9998,110222,5090,6385,731,583,77877,57009,69188,3719,26411,2458,20262,1201,16734,6665,2701,4277,3510,1111,683188,3199,1139,2097,2564
SRR8556920,fbm,7595,5599,5956,20532,1598,9181,1647,1016,600,228326,4031,7836,49541,24146,6291,1447,38121,26315,952,673,800,14035,32315,19929,114768,25373,135255,479,149168,1151,566713,624,1787,1,2601,4734,40,74,738,327,290,20634,324,4806,5312,276,27,375,13414,10,2803,7060,1345,4901,3037,1232,7789,2194,8185,949,277263,27869,1708,1563,1703,8890,3092,3593,119,4639,25821,3986,617,5053,872,938,1833,2357,6213,830,21116,5752,69770,294,71898,14274,949,31082,2013,54928,13697,6509,565,24039,3228,13430,2647,1281,2664,233,1038,691,7217,64684,2895,24879,15051,717,7080,31577,13127,6576,6384,48074,21826,44983,131201,611,2136,1468,4109,13006,36050,32552,2520,404,464,90,2324,8554,1841,44643,97180,5622,639,2728,1144,2250,6372,399,456,372,229,200852,77,799,474913,9676,8870,46497,1331,2942,1573,8066,73387,3846,5556,607,355,1029,87644,97184,5708,14185,1760,4832,370,26112,68651,59490,19418,46394,1986,61,62612,10627,4423,5681
SRR8556917,fbm,603,174,6686,9902,1832,1448,11361,30956,1937,101151,1264,8277,2392,14311,3838,1439,14475,9142,1015,454,587,9,15211,4449,32794,74635,103196,336,137112,10165,535300,366,49280,4213,19148,1952,1029,478,2988,2769,698,18035,476,5275,34969,3148,1204,85,11910,2027,2526,466,3115,912,2830,735,1828,523468,15353,1734,67631,5969,488,364,358,1854,644,10819,358,4995,24987,3514,321,10731,310,429,773,3043,9756,1633,1470,1243,21580,101,18262,6735,2431,5326,1118,22111,1058,398,470,152,1062,703,661,728,2316,719,792,234,3577,10879,473,8888,4066,318,647,7337,3160,5314,4254,2978,1137,3029,8385,901,1493,73,1801,5182,12441,3251,265,262,445,308,2341,13087,293,5042,11864,389,25994,8323,754,700,17960,2965,2277,640,201,401153,2348,439,37650,1304,4645,6515,91014,671,1024,3116,153523,4818,7955,1662,1773,255,648,1316,717,1389,188,398,196,396,641,161,1070,1935,10645,58,1547,646,533,2020
SRR8557022,fbm,925,8269,14375,22206,3830,5077,6324,20749,1004,187614,9609,11836,7676,31191,6761,5763,21662,20820,797,567,414,36,10303,2576,87718,27566,250581,907,529081,1667,908748,6423,9447,87,5919,889405,37842,36550,75505,1652,672,30355,3908,14173,47749,3464,2010,2194,91716,5882,3438,1425,14914,20,11468,2430,277,216043,61525,2096,15705,1567,11,0,0,0,310,34731,1169,3030,854,38,100,2913,202,606,476,1009,3600,83,2662,5,37431,74,14741,912,120,2828,631,4791,1550,656,149,156,1142,126,60845,281,380,416,403,74,67100,2523,185,25924,1517,92,928,3791,1243,2062,1117,215,422,384,576,337,329,194,6487,16105,20155,14255,435,185,212,406,5356,1931,206,4427,15854,91,148366,97296,2564,666,5025,2348,12710,3128,1093,850137,1411,4581,112200,5377,13968,21967,2074,499,3317,16953,548635,24416,33575,7822,2416,850,25242,36638,484,13700,1125,5526,520,6026,15997,12289,11879,6693,1432,152,176,47,212,1024
